Area_km2,Percentage,Risk_Class,Risk_Level
273.2859729832313,8.164638112178322,1,Very Low
2282.994018602053,68.20628139336371,2,Low
680.5250383976094,20.331232533232377,3,Moderate
103.73944310259304,3.0992992492284146,4,High
6.645803181622664,0.198548711997164,5,Very High
